,Sec,NanoSec,0-ref Sec,a_x,a_y,a_z,w_x,w_y,w_z,w_left,w_right,X,Y,Z,qX,qY,qZ,qW,v_x,v_y,v_z
ho,1633452099,312853596,105.4048064,,,,0,0,0.093976336,,,54.26078097,48.69302316,0,0,0,0.999666419,0.025827325,0.853041253,0,0
e,1633452099,312853596,105.4048064,,,,,,,5.39067232,6.056935191,,,,,,,,,,
i,1633452099,276955392,105.4077044,-0.050214513,-0.123176143,-11.08268116,0.008538334,0.541276097,-0.132722229,,,,,,,,,,,,
i,1633452099,286973696,105.4177227,0.029490607,-0.289280851,-10.864575,0.014024669,0.538510799,-0.130705848,,,,,,,,,,,,
i,1633452099,296988160,105.4277372,0.077616388,-0.403031167,-10.46210479,-0.002070666,0.541317701,-0.121407695,,,,,,,,,,,,
i,1633452099,307004160,105.4377532,-0.058105156,-0.492397112,-9.293297742,-0.001529624,0.540247202,-0.117090054,,,,,,,,,,,,
p,1633452099,563071750,105.440057,,,,-0.014881103,0.041927031,-0.079550506,,,32.65317828,-53.80055328,-5.817924202,0.005005673,-0.085650085,0.924722381,0.370847035,0.925573818,-0.015005056,-0.01781967
of,1633452099,355336428,105.4472892,,,,0,0,0.09367726,,,54.38532003,48.75525688,0,0,0,0.999687665,0.02499143,0.882281692,0,0
of,1633452099,355336428,105.4472892,,,,0,0,0.09367726,,,54.38532003,48.75525688,0,0,0,0.999687665,0.02499143,0.882281692,0,0
i,1633452099,317016576,105.4477656,-0.215563599,-0.355418389,-9.937239204,0.014734801,0.5420506,-0.120071381,,,,,,,,,,,,
i,1633452099,337047040,105.4677961,0.044896524,-0.143579144,-9.167121093,0.01569975,0.53988111,-0.129807189,,,,,,,,,,,,
i,1633452099,347059200,105.4778082,0.722080495,-0.194886265,-9.28510859,0.015615246,0.5378685,-0.126767859,,,,,,,,,,,,
of,1633452099,395234346,105.4871871,,,,0,0,0.09367726,,,54.35020269,48.75701379,0,0,0,0.999732623,0.023123208,0.880279785,0,0
i,1633452099,357073408,105.4878223,0.837866463,-0.503923701,-9.380106841,0.01124293,0.539680421,-0.119786374,,,,,,,,,,,,
i,1633452099,367089408,105.4978385,0.549790658,-0.55194232,-10.68152963,0.018565191,0.537323356,-0.103332549,,,,,,,,,,,,
of,1633452099,411527157,105.50348,,,,0,0,0.09704022,,,54.33144852,48.75753652,0,0,0,0.999763948,0.021726684,0.935641151,0,0
ho,1633452099,411527124,105.50348,,,,0,0,0.108452226,,,54.15289605,48.69799523,0,0,0,0.999795501,0.020222652,0.95169426,0,0
e,1633452099,411527124,105.50348,,,,,,,5.511811024,6.056935191,,,,,,,,,,
i,1633452099,377101568,105.5078506,0.060331107,-0.89616295,-10.13002271,0.038464412,0.539383888,-0.081228487,,,,,,,,,,,,
i,1633452099,387115776,105.5178647,-0.216446885,-0.476053441,-10.18604328,0.059144814,0.539365828,-0.059793636,,,,,,,,,,,,
of,1633452099,435361862,105.5273147,,,,0,0,0.09704022,,,54.30917347,48.75850513,0,0,0,0.999788405,0.02057048,0.935252133,0,0
of,1633452099,435361862,105.5273147,,,,0,0,0.09704022,,,54.30917347,48.75850513,0,0,0,0.999788405,0.02057048,0.935252133,0,0
i,1633452099,397132032,105.5278809,-0.418890123,0.105359587,-10.43346322,0.056832369,0.540416598,-0.053520001,,,,,,,,,,,,
i,1633452099,407144448,105.5378935,-0.726988214,0.171618732,-10.01395303,0.016741648,0.541872501,-0.054421593,,,,,,,,,,,,
p,1633452099,663140750,105.5401261,,,,0.037663199,0.024497788,-0.121145333,,,32.58743804,-53.73546516,-5.812841231,0.003130535,-0.085539828,0.923183427,0.374707216,0.918015992,0.001966228,-0.021933258
i,1633452099,417158656,105.5479076,-0.813472757,0.285483541,-9.4899198,-0.012053344,0.544032574,-0.066796951,,,,,,,,,,,,
of,1633452099,475350380,105.5673032,,,,0,0,0.09704022,,,54.27181882,48.76004291,0,0,0,0.999826435,0.018630606,0.93459946,0,0
of,1633452099,475350380,105.5673032,,,,0,0,0.09704022,,,54.27181882,48.76004291,0,0,0,0.999826435,0.018630606,0.93459946,0,0
p,1633452099,696193750,105.573179,,,,-0.039002538,-0.085695478,-0.080974612,,,32.56565613,-53.71437393,-5.811447878,0.003161258,-0.084807036,0.922485631,0.376587352,0.90013051,-0.025880354,-0.03810307
i,1633452099,457217280,105.5879662,-0.072642741,-0.859337413,-9.135876645,-0.014919319,0.54252249,-0.115714297,,,,,,,,,,,,
i,1633452099,467229440,105.5979784,0.376261051,-0.37195897,-9.437468313,-0.018032815,0.539681435,-0.11295227,,,,,,,,,,,,
of,1633452099,509364367,105.6013172,,,,0,0,0.093336933,,,54.23925348,48.76177023,0,0,0,0.999843753,0.017676814,0.945218,0,0
ho,1633452099,509364422,105.6013172,,,,0,0,0.080690689,,,54.07445312,48.70098631,0,0,0,0.999840012,0.017887174,0.948435487,0,0
e,1633452099,509364422,105.6013172,,,,,,,5.511811024,6.056935191,,,,,,,,,,
p,1633452099,729902750,105.6068881,,,,0.008179733,-0.007316175,-0.07620772,,,32.54462796,-53.69246899,-5.810413958,0.004361836,-0.085952875,0.921909333,0.377725111,0.882950409,-0.006183847,-0.020741753
i,1633452099,477243648,105.6079926,0.952021177,-0.076593237,-9.647552494,-0.046192452,0.538213253,-0.117432266,,,,,,,,,,,,
i,1633452099,487259904,105.6180089,2.027792798,-0.003958912,-10.6594499,-0.060660277,0.535762131,-0.113176219,,,,,,,,,,,,
i,1633452099,497272320,105.6280212,2.155944985,-0.476794688,-10.62275596,-0.040585686,0.542177737,-0.104329072,,,,,,,,,,,,
of,1633452099,538101673,105.6300545,,,,0,0,0.093336933,,,54.21211139,48.76273026,0,0,0,0.999866561,0.016335882,0.944942275,0,0
of,1633452099,538101673,105.6300545,,,,0,0,0.093336933,,,54.21211139,48.76273026,0,0,0,0.999866561,0.016335882,0.944942275,0,0
i,1633452099,507286272,105.6380353,1.215312632,-0.288133983,-11.43641627,-0.000999432,0.541933656,-0.096171878,,,,,,,,,,,,
i,1633452099,517302528,105.6480515,-0.088357735,-0.03251725,-12.17597792,0.027792025,0.539940119,-0.091824636,,,,,,,,,,,,
i,1633452099,527314432,105.6580634,-0.55073868,0.203443757,-10.88123738,0.032585181,0.536681712,-0.086169995,,,,,,,,,,,,
of,1633452099,575339079,105.6672919,,,,0,0,0.093336933,,,54.17694962,48.76387951,0,0,0,0.999893439,0.014598277,0.944584995,0,0
of,1633452099,575339079,105.6672919,,,,0,0,0.093336933,,,54.17694962,48.76387951,0,0,0,0.999893439,0.014598277,0.944584995,0,0
i,1633452099,537328128,105.6680772,-0.117966692,0.403326168,-9.001469928,0.017007507,0.535234392,-0.07894744,,,,,,,,,,,,
p,1633452099,796642750,105.6736281,,,,0.019607108,0.076657808,-0.10506609,,,32.50298795,-53.65085785,-5.807376233,0.004908582,-0.085782075,0.920968113,0.38004615,0.979270267,0.004876235,-0.00800039
i,1633452099,547343872,105.678093,-0.053953855,0.530856095,-7.21721686,-0.026700808,0.537635982,-0.077640444,,,,,,,,,,,,
i,1633452099,557355520,105.6881044,-0.053438576,0.344237508,-6.92399613,-0.071899444,0.540679276,-0.084948212,,,,,,,,,,,,
i,1633452099,565371392,105.6961203,-0.155557313,-0.280081481,-7.966061881,-0.074257106,0.542010367,-0.10221649,,,,,,,,,,,,
i,1633452099,575389184,105.7061381,-0.511342306,-0.550919991,-9.369525826,-0.033217449,0.544748425,-0.121106625,,,,,,,,,,,,
p,1633452099,829586750,105.7065721,,,,-0.001128545,0.032395586,-0.082479397,,,32.47999139,-53.62832557,-5.805297021,0.00401686,-0.084996049,0.920342129,0.38174586,0.906874137,-0.014283195,-0.020821671
of,1633452099,615308762,105.7072616,,,,0,0,0.093336933,,,54.13921861,48.76498148,0,0,0,0.99991893,0.012733128,0.944201499,0,0
of,1633452099,620315790,105.7122686,,,,0,0,0.087989498,,,54.13939054,48.76556682,0,0,0,0.999908787,0.013506207,0.883359783,0,0
ho,1633452099,620315719,105.7122686,,,,0,0,0.070192877,,,53.97100215,48.70415676,0,0,0,0.999918731,0.012748796,0.867597112,0,0
e,1633452099,620315719,105.7122686,,,,,,,5.511811024,6.056935191,,,,,,,,,,
i,1633452099,585403392,105.7161524,-0.746318791,-0.547333876,-11.30114154,0.017295774,0.543773651,-0.129584521,,,,,,,,,,,,
i,1633452099,595419136,105.7261682,-0.758196714,-0.293953063,-12.0882026,0.056040537,0.541687906,-0.123082757,,,,,,,,,,,,
i,1633452099,605436928,105.736186,-0.033564069,0.063361415,-11.67607258,0.066481069,0.538759112,-0.107742079,,,,,,,,,,,,
i,1633452099,615450624,105.7461996,0.571437842,0.1196627,-10.19030679,0.047229245,0.538190305,-0.083672829,,,,,,,,,,,,
i,1633452099,625466368,105.7562153,0.466845797,0.376647822,-8.877139199,0.003128985,0.541296542,-0.060551621,,,,,,,,,,,,
i,1633452099,635484160,105.7662332,0.316288557,0.293905479,-8.962371843,-0.011299531,0.542705476,-0.053748228,,,,,,,,,,,,
p,1633452099,896495750,105.7734811,,,,-0.040450631,0.01953951,-0.101530277,,,32.43787752,-53.58472097,-5.802176552,0.003239514,-0.084605612,0.919285875,0.384375956,0.90165655,-0.023384607,-0.029072539
i,1633452099,645497856,105.7762468,0.015371579,0.109852048,-9.137691001,0.004303847,0.542061567,-0.054292325,,,,,,,,,,,,
i,1633452099,655513600,105.7862625,-0.064751065,0.053487561,-9.205286866,0.033179276,0.542010069,-0.069854125,,,,,,,,,,,,
of,1633452099,695279837,105.7872326,,,,0,0,0.087989498,,,54.07332112,48.76724354,0,0,0,0.999947893,0.010208416,0.879906295,0,0
of,1633452099,708232880,105.8001857,,,,0,0,0.088177944,,,54.05357779,48.76783286,0,0,0,0.999953889,0.009603157,0.99372544,0,0
ho,1633452099,708232786,105.8001857,,,,0,0,0.088828519,,,53.87202582,48.70631091,0,0,0,0.999959395,0.009011575,1.029451477,0,0
e,1633452099,708232786,105.8001857,,,,,,,5.511811024,6.056935191,,,,,,,,,,
i,1633452099,675545088,105.806294,0.176412908,0.149132878,-9.963391883,0.039994344,0.540077269,-0.1068523,,,,,,,,,,,,
p,1633452099,929553750,105.8065391,,,,-0.051412823,-1.01E-14,-0.080637859,,,32.41751995,-53.56295202,-5.800890651,0.002827597,-0.085090532,0.91858375,0.385947535,0.881051816,-0.030512517,-0.032814743
i,1633452099,685560576,105.8163095,0.658188087,0.042131415,-10.4608469,0.043875534,0.537630975,-0.114861555,,,,,,,,,,,,
i,1633452099,695578368,105.8263273,0.78691106,0.056473012,-10.58786584,0.019539855,0.53884989,-0.115547918,,,,,,,,,,,,
of,1633452099,735334635,105.8272874,,,,0,0,0.088177944,,,54.02664265,48.76835026,0,0,0,0.999964649,0.008408317,0.99434593,0,0
of,1633452099,735334635,105.8272874,,,,0,0,0.088177944,,,54.02664265,48.76835026,0,0,0,0.999964649,0.008408317,0.99434593,0,0
i,1633452099,705597952,105.8363469,0.527057031,0.000132285,-10.36424881,-0.030048391,0.539783299,-0.113870293,,,,,,,,,,,,
p,1633452099,963131750,105.840117,,,,0.021987935,0.04210369,-0.017953074,,,32.39757353,-53.54108361,-5.799714708,0.002609653,-0.085879486,0.917986613,0.38719308,-0.463008517,-0.027843162,-0.014539131
i,1633452099,715613440,105.8463624,0.439757664,-0.676798753,-9.301970293,-0.064526573,0.541256666,-0.10629198,,,,,,,,,,,,
i,1633452099,725631232,105.8563802,0.090981316,-1.066944683,-9.242627878,-0.074647702,0.542336702,-0.096708432,,,,,,,,,,,,
p,1633452099,996441750,105.8734272,,,,7.47E-15,-0.065897309,-0.026399569,,,32.40905785,-53.55133282,-5.801137542,0.002133396,-0.085270983,0.91790379,0.387526696,0.638408752,0.004769737,-0.063336903
i,1633452099,745660928,105.87641,-0.696256391,-1.190092413,-9.980345356,-0.047312751,0.538684905,-0.077873863,,,,,,,,,,,,
i,1633452099,755678208,105.8864272,-0.284666197,-0.676492683,-10.52378354,-0.014751571,0.535829008,-0.07341405,,,,,,,,,,,,
i,1633452099,765691648,105.8964407,0.114863483,-0.482503896,-10.76238187,0.008778952,0.537036121,-0.072000951,,,,,,,,,,,,
of,1633452099,807183266,105.8991361,,,,0,0,0.087463154,,,53.95608613,48.76950103,0,0,0,0.999985557,0.005374493,0.983489706,0,0
p,1633452100,29785750,105.9067709,,,,6.66E-15,-0.046303267,9.26E-15,,,32.39418636,-53.53596696,-5.801728455,0.003179364,-0.085695734,0.917730241,0.38783674,-0.192654573,0.00746381,0.059616849
of,1633452099,835320473,105.9272733,,,,0,0,0.087463154,,,53.92840899,48.76979855,0,0,0,0.999991413,0.004144023,0.983922061,0,0
of,1633452099,835320473,105.9272733,,,,0,0,0.087463154,,,53.92840899,48.76979855,0,0,0,0.999991413,0.004144023,0.983922061,0,0
i,1633452099,798740480,105.9294894,0.415766694,0.369883369,-9.578272622,-0.007472903,0.541457117,-0.088341817,,,,,,,,,,,,
i,1633452099,808758784,105.9395077,-0.485645336,0.401722496,-10.24724506,0.009333545,0.54698348,-0.10190469,,,,,,,,,,,,
p,1633452100,63132750,105.9401181,,,,-0.017920529,-0.000777502,-0.026891588,,,32.39838151,-53.54102505,-5.800277716,0.003887888,-0.085995134,0.917727513,0.387770464,0.061095236,-0.021606489,0.032090743
i,1633452099,838808064,105.969557,0.211979822,0.406791287,-10.15778282,0.073397532,0.536749542,-0.106565878,,,,,,,,,,,,
i,1633452099,848822528,105.9795716,0.343693026,0.537079207,-9.599283845,0.046169616,0.541134477,-0.087876946,,,,,,,,,,,,
i,1633452099,858839040,105.989588,0.356471551,0.528678093,-9.321015186,0.019814657,0.539545953,-0.077253371,,,,,,,,,,,,
e,1633452099,905529046,105.9974818,,,,,,,5.511811024,6.056935191,,,,,,,,,,
of,1633452099,905529022,105.9974818,,,,0,0,0.089103608,,,53.86026937,48.77000353,0,0,0,0.999999706,0.000766974,0.972177835,0,0
ho,1633452099,905529046,105.9974818,,,,0,0,0.094746488,,,53.6810355,48.70793647,0,0,0,0.999999945,-0.000331914,0.968500425,0,0
i,1633452099,868857344,105.9996064,0.216158843,0.11091681,-8.424231181,0.004594313,0.543376029,-0.073093824,,,,,,,,,,,,
p,1633452100,129669750,106.006655,,,,0.017859248,-0.02823795,-1.10E-14,,,32.39643861,-53.53749343,-5.797650225,0.003757375,-0.086548774,0.917328697,0.388591371,0.092913193,0.056276236,0.015512873
i,1633452099,878871552,106.0096204,-0.058373699,-0.070242096,-8.973287205,-0.006221442,0.540493309,-0.082669824,,,,,,,,,,,,
i,1633452099,888887808,106.0196369,-0.379227244,-0.347456324,-10.05915761,0.013309267,0.543426812,-0.095605157,,,,,,,,,,,,
i,1633452099,898906112,106.0296552,-0.155576218,-0.658623045,-9.984030182,0.041514289,0.538570106,-0.097979017,,,,,,,,,,,,
i,1633452099,908920320,106.0396693,0.160402542,-0.314369755,-10.14269397,0.05276699,0.543616533,-0.100298055,,,,,,,,,,,,
p,1633452100,163154750,106.0401402,,,,0.03801022,0.016356995,0.026374861,,,32.39289121,-53.53664885,-5.79719956,0.004307258,-0.086458187,0.917352656,0.388549268,-0.077593475,0.014046647,0.047864594
p,1633452100,196529750,106.0735152,,,,0.012798621,0.038395863,4.68E-15,,,32.39427092,-53.53907056,-5.795891932,0.004265261,-0.085772123,0.917579377,0.38816625,-0.212927512,0.012331851,-0.008364305
ho,1633452100,5155579,106.0971084,,,,0,0,0.071011592,,,53.60403579,48.70774146,0,0,0,0.999997579,-0.002200635,0.938068908,0,0
e,1633452100,5155579,106.0971084,,,,,,,6.056935191,6.056935191,,,,,,,,,,
i,1633452099,969024000,106.0997729,-0.087507311,-1.262846829,-8.936766862,-0.001140576,0.54127866,-0.075675726,,,,,,,,,,,,
p,1633452100,229569750,106.106555,,,,-0.010281612,-0.027202589,0.010281612,,,32.39891127,-53.54431198,-5.796746052,0.003765314,-0.085331886,0.917600012,0.388219666,0.14101262,0.016192662,-0.000334886
i,1633452099,979040000,106.1097889,0.675902023,-1.209947744,-9.422419797,0.03247514,0.536397219,-0.069350414,,,,,,,,,,,,
i,1633452099,989058560,106.1198075,0.958283014,-0.934750674,-9.34235608,0.03574618,0.542773128,-0.060772296,,,,,,,,,,,,
of,1633452100,35257339,106.1272101,,,,0,0,0.085018477,,,53.73707414,48.77017567,0,0,0,-0.999991235,0.004186967,0.945512243,0,0
i,1633452099,999072768,106.1298218,1.045890424,-0.72119341,-10.80207909,0.027266471,0.539279819,-0.05224761,,,,,,,,,,,,
i,1633452100,9089024,106.139838,0.754896723,-0.742791128,-11.1318336,0.014647813,0.54021728,-0.040120341,,,,,,,,,,,,
p,1633452100,263150750,106.140136,,,,-0.057152944,0.01636284,-0.019360773,,,32.39521569,-53.54131237,-5.796492329,0.004102672,-0.085668251,0.917650458,0.388022881,0.278861819,0.015301917,0.014143701
of,1633452100,55289507,106.1472423,,,,0,0,0.085018477,,,53.7181359,48.77001708,0,0,0,-0.999987307,0.00503851,0.94533708,0,0
i,1633452100,19106816,106.1498559,0.267632261,-0.70540087,-10.98129584,-0.01697983,0.53859967,-0.025663707,,,,,,,,,,,,
i,1633452100,29120768,106.1598697,-0.240216303,-0.611247874,-9.752842422,-0.044548374,0.538774729,-0.014143765,,,,,,,,,,,,
p,1633452100,296513750,106.1734991,,,,0.018312139,0.025374044,0.011581614,,,32.38832393,-53.53511593,-5.795420014,0.003509917,-0.086435853,0.917444084,0.388346337,-0.136946321,-0.014097925,0.002654215
i,1633452100,49155328,106.1799042,0.119311951,-0.633379663,-8.837032814,-0.0716561,0.538665056,-0.016719164,,,,,,,,,,,,
i,1633452100,59169536,106.1899185,0.319755612,-0.452643522,-8.382378245,-0.057115801,0.53840512,-0.028581638,,,,,,,,,,,,
of,1633452100,103395462,106.1953483,,,,0,0,0.070071206,,,53.67040366,48.77152095,0,0,0,-0.999990828,0.004282937,0.973675645,0,0
i,1633452100,69185792,106.1999347,0.287221709,-0.242539942,-9.446158984,-0.041265987,0.540597618,-0.045733251,,,,,,,,,,,,
of,1633452100,135291815,106.2272446,,,,0,0,0.070071206,,,53.63934371,48.77125489,0,0,0,-0.999985418,0.005400432,0.973950576,0,0
i,1633452100,109252096,106.2400012,0.19278237,-0.120809779,-9.874087459,-0.011440378,0.539042652,-0.034552127,,,,,,,,,,,,
p,1633452100,363174750,106.24016,,,,0.032769972,-0.117241416,-0.100470833,,,32.39536043,-53.54100001,-5.795763258,0.002937669,-0.085548756,0.917649151,0.388062903,0.05181666,0.121023797,-0.030169571
of,1633452100,155297756,106.2472506,,,,0,0,0.070071206,,,53.61985832,48.77104442,0,0,0,-0.999981387,0.00610134,0.974123017,0,0
i,1633452100,119266048,106.250015,0.695106709,-0.257162853,-8.920532935,-0.007767397,0.535155237,-0.017036524,,,,,,,,,,,,
i,1633452100,129282048,106.260031,0.71257215,-0.134389958,-7.975566791,-0.011173535,0.540402949,-0.000357866,,,,,,,,,,,,
of,1633452100,175312042,106.2672648,,,,0,0,0.070071206,,,53.60036167,48.7708065,0,0,0,-0.999976862,0.006802538,0.97429553,0,0
of,1633452100,175312042,106.2672648,,,,0,0,0.070071206,,,53.60036167,48.7708065,0,0,0,-0.999976862,0.006802538,0.97429553,0,0
p,1633452100,396492750,106.273478,,,,-0.007310265,0.007310265,-7.34E-14,,,32.39133672,-53.54236306,-5.797247195,0.005084978,-0.08580052,0.917037425,0.38942878,0.202822346,0.103302312,0.045600058
of,1633452100,202866077,106.2948189,,,,0,0,0.026648433,,,53.56780467,48.77630522,0,0,0,0.999999932,0.000369874,1.04730851,0,0
i,1633452100,169354496,106.3001034,0.204976538,0.320231925,-11.08616608,-0.026546512,0.537286162,-0.006848813,,,,,,,,,,,,
p,1633452100,429889750,106.306875,,,,-0.061039681,0.100755013,-0.188352079,,,32.38406304,-53.54012919,-5.795761447,0.004925497,-0.085864924,0.917027558,0.389439869,0.007338643,0.244419522,0.036640334
of,1633452100,236250639,106.3282034,,,,0,0,0.026648433,,,53.53281148,48.77633111,0,0,0,-0.999999997,7.49E-05,1.049061534,0,0
of,1633452100,236250639,106.3282034,,,,0,0,0.026648433,,,53.53281148,48.77633111,0,0,0,-0.999999997,7.49E-05,1.049061534,0,0
i,1633452100,199401984,106.3301511,0.273966816,-0.030322964,-9.43058206,0.053727686,0.536916435,-0.017984584,,,,,,,,,,,,
p,1633452100,463113750,106.3400991,,,,-0.007280641,-0.077051056,0.010296381,,,32.37799682,-53.54566861,-5.79579782,0.003264369,-0.086126964,0.91572397,0.392455222,0.178776383,0.074721021,0.011466878
i,1633452100,209415936,106.3401649,0.234777199,0.01654426,-8.460526483,0.071675517,0.540695012,-0.017722605,,,,,,,,,,,,
i,1633452100,219431936,106.3501809,-0.114458483,0.281241282,-8.339469077,0.062110569,0.536627591,-0.016681405,,,,,,,,,,,,
i,1633452100,229449728,106.3601987,-0.22592677,0.109853217,-8.478307639,0.02880219,0.539702237,-0.016302105,,,,,,,,,,,,
of,1633452100,275302410,106.3672552,,,,0,0,0.026648433,,,53.49180373,48.77632496,0,0,0,-0.999999823,0.000595283,1.051112143,0,0
i,1633452100,239463424,106.3702123,-0.026179923,0.124827216,-8.719683031,0.002053798,0.535299659,-0.014172376,,,,,,,,,,,,
p,1633452100,496646750,106.373632,,,,-1.91E-15,0.053760716,-0.025343044,,,32.37202211,-53.54312393,-5.795359626,0.004384588,-0.086746238,0.915776205,0.392185934,0.838967253,0.008768325,0.026537202
i,1633452100,249479168,106.380228,0.043479506,-0.012081542,-8.987914281,-0.017107019,0.53971386,-0.005153028,,,,,,,,,,,,
of,1633452100,295304537,106.3872573,,,,0,0,0.026648433,,,53.47076876,48.77629992,0,0,0,-0.999999629,0.000861796,1.052162455,0,0
i,1633452100,259496704,106.3902457,0.051572727,-0.37566261,-10.04115668,-0.025198465,0.538055182,0.004034608,,,,,,,,,,,,
e,1633452100,302039536,106.3939924,,,,,,,6.056935191,6.056935191,,,,,,,,,,
of,1633452100,302039623,106.3939924,,,,0,0,0.020707513,,,53.46704066,48.77705775,0,0,0,0.999999987,0.00016059,1.009173116,0,0
ho,1633452100,302039536,106.3939924,,,,0,0,0.000365998,,,53.28904773,48.70876005,0,0,0,0.999997579,-0.002200635,0.996834802,0,0
i,1633452100,269510656,106.4002597,0.018034212,-0.293649111,-10.6243365,-0.013178898,0.541477203,0.01079104,,,,,,,,,,,,
